client_id,outflow_intensity,competitor_share,competitor_intensity,net_flow_ratio,recent_outflow_share,contributions_stopped,perf_spread_excess,fee_rate,fee_excess,tenure_years,sold_heavily,portfolio_value,age,churned,severity
C-07426,0.1756,0.5,0.0878,0.0,0.7222,0,0.0042,0.011,0.0018,0.9,0,102500,26,0,0.0
C-07427,0.1797,0.0,0.0,-0.1797,0.5,1,0.0501,0.011,0.0018,13.6,0,211500,38,0,0.051
C-07428,0.1541,0.0,0.0,-0.1329,0.2657,0,-0.0093,0.00673,-0.00247,4.5,0,4126000,62,0,0.109
C-07429,0.1554,0.0,0.0,-0.1482,0.1103,0,0.0015,0.00846,-0.00074,1.9,0,1342000,68,0,0.039
C-07430,0.142,0.0,0.0,0.0216,0.56,0,0.0294,0.011,0.0018,5,0,88000,27,0,0.035
C-07431,0.025,0.0,0.0,-0.025,0.7143,1,0.0234,0.011,0.0018,0.4,1,140000,46,0,0.074
C-07432,0.1008,0.0,0.0,0.0202,0.0,0,-0.0044,0.011,0.0018,3.1,1,59500,62,0,0.093
C-07433,0.0934,0.0,0.0,-0.0934,0.4792,1,0.0107,0.01093,0.00173,30,0,257000,73,0,0.045
C-07434,0.1892,0.0,0.0,-0.1837,0.8574,0,-0.0138,0.00574,-0.00346,1.6,0,9619000,59,0,0.071
C-07435,0.3947,0.6762,0.2669,-0.3617,0.9714,0,0.044,0.011,0.0018,15.3,0,133000,40,1,0.704
C-07436,0.11,0.0,0.0,-0.0986,0.7609,0,0.0051,0.011,0.0018,1.3,0,209000,48,0,0.057
C-07437,0.0521,0.0,0.0,-0.0426,0.6134,0,0.0101,0.00601,-0.00319,3.1,1,7022000,51,0,0.078
C-07438,0.1441,0.0,0.0,-0.0017,0.1765,0,-0.0094,0.011,0.0018,1.7,0,59000,74,0,0.01
C-07439,0.0974,0.0,0.0,-0.0746,0.0,0,0.0452,0.00842,-0.00078,2.8,1,1365500,63,0,0.053
C-07440,0.2178,0.4348,0.0947,-0.2178,0.5652,1,0.0135,0.01087,0.00167,0.8,1,264000,27,0,0.034
C-07441,0.2845,0.4785,0.1362,-0.2732,0.5611,0,0.0324,0.00967,0.00047,1.4,0,532500,50,0,0.042
C-07442,0.0939,0.0,0.0,-0.0911,0.7697,0,-0.0155,0.00752,-0.00168,5.6,0,2567000,75,0,0.012
C-07443,0.0213,0.0,0.0,-0.0157,0.198,0,0.0271,0.00761,-0.00159,1.6,1,2369500,37,0,0.081
C-07444,0.1081,0.0,0.0,-0.0879,0.3114,0,0.0104,0.00931,0.00011,4.4,0,772500,71,0,0.066
C-07445,0.2762,0.4866,0.1344,-0.261,0.0613,0,0.0129,0.00982,0.00062,4.0,1,472500,38,1,0.728
C-07446,0.2401,0.2979,0.0715,-0.2156,0.6277,0,0.0047,0.0101,0.0009,0.5,0,391500,75,0,0.06
C-07447,0.1489,0.0,0.0,-0.1066,0.4474,0,-0.0112,0.00932,0.00012,1.4,0,765500,61,0,0.082
C-07448,0.1093,0.0,0.0,-0.0881,0.1946,0,0.0364,0.00924,4e-05,0.8,0,846000,56,0,0.077
C-07449,0.1478,0.0,0.0,-0.1478,0.4574,1,0.0359,0.01047,0.00127,3.5,1,318000,26,0,0.036
C-07450,0.0446,0.0,0.0,-0.0446,0.0,1,-0.0036,0.011,0.0018,9.7,1,78500,67,0,0.0
C-07451,0.0863,0.0,0.0,-0.0681,0.4802,0,-0.0085,0.0085,-0.0007,13,1,1315000,35,0,0.046
C-07452,0.1148,0.3542,0.0407,-0.023,0.3542,0,0.0081,0.011,0.0018,18.4,0,209000,62,1,0.295
C-07453,0.1083,0.0,0.0,-0.0599,0.4884,0,-0.0096,0.011,0.0018,7.2,0,198500,68,0,0.038
C-07454,0.433,0.5238,0.2268,-0.433,0.2857,1,0.0533,0.011,0.0018,1.3,1,48500,29,1,0.618
C-07455,0.4771,0.6213,0.2964,-0.4618,0.312,0,0.0502,0.01009,0.00089,25.2,0,393000,68,0,0.006
C-07456,0.1302,0.3788,0.0493,-0.0781,0.1515,0,0.0056,0.01097,0.00177,5.8,0,253500,47,0,0.048
C-07457,0.0829,0.0,0.0,-0.023,0.8641,0,0.0113,0.00951,0.00031,3.5,0,621000,38,0,0.079
C-07458,0.2313,0.3226,0.0746,-0.2313,0.129,1,0.0138,0.011,0.0018,1.0,0,67000,43,0,0.024
C-07459,0.1146,0.0,0.0,-0.0482,0.569,0,-0.0065,0.01097,0.00177,2.3,0,253000,42,0,0.059
C-07460,0.0857,0.0,0.0,-0.0857,0.0,1,0.0388,0.011,0.0018,14.3,0,52500,68,0,0.0
C-07461,0.1908,0.44,0.084,-0.1908,0.72,1,-0.013,0.011,0.0018,5.4,1,65500,32,0,0.083
C-07462,0.1773,0.0,0.0,-0.1773,0.4359,1,0.0397,0.011,0.0018,5.1,0,110000,55,1,0.05
C-07463,0.099,0.0,0.0,-0.0741,0.0777,0,0.0131,0.00789,-0.00131,7.2,0,1884500,63,0,0.096
C-07464,0.1004,0.0,0.0,0.1227,0.7407,0,0.0052,0.011,0.0018,1.6,1,134500,54,0,0.1
C-07465,0.0702,0.0,0.0,0.2667,0.25,0,0.0273,0.011,0.0018,8.0,0,57000,34,0,0.078
C-07466,0.0265,0.0,0.0,-0.018,0.5333,0,-0.0001,0.00924,4e-05,6.4,0,848000,72,0,0.035
C-07467,0.0632,0.0,0.0,-0.0632,0.2727,1,0.0053,0.011,0.0018,1.5,0,87000,37,0,0.029
C-07468,0.1,0.0,0.0,0.0091,0.8182,0,0.0101,0.011,0.0018,30,1,55000,61,0,0.0
C-07469,0.1579,0.0,0.0,-0.1579,0.3938,1,-0.0024,0.00952,0.00032,16.1,1,611000,74,0,0.023
C-07470,0.1343,0.0,0.0,-0.0395,0.3333,0,-0.0013,0.0096,0.0004,1.4,1,569500,44,0,0.076
C-07471,0.0484,0.0,0.0,-0.0454,0.6351,0,-0.015,0.00698,-0.00222,14.5,1,3595000,48,0,0.021
C-07472,0.3067,0.7391,0.2267,-0.3067,0.7391,1,0.0478,0.011,0.0018,18.3,0,112500,51,0,0.035
C-07473,0.1565,0.0,0.0,-0.145,0.4632,0,0.0041,0.00902,-0.00018,2.8,0,1041500,68,0,0.05
C-07474,0.131,0.0,0.0,-0.0167,0.5227,0,0.0072,0.011,0.0018,2.6,1,168000,46,0,0.042
C-07475,0.1283,0.0,0.0,-0.1283,0.2542,1,0.0035,0.011,0.0018,3.4,0,230000,74,0,0.036
C-07476,0.1783,0.0,0.0,-0.1783,0.6748,1,-0.0104,0.00928,8e-05,2.3,0,802000,62,0,0.028
C-07477,0.1039,0.0,0.0,-0.1039,0.5769,1,-0.002,0.01016,0.00096,18.5,0,375500,68,0,0.0
C-07478,0.0392,0.0,0.0,-0.0032,0.5,0,0.0003,0.00994,0.00074,24.7,0,433500,63,0,0.039
C-07479,0.067,0.0,0.0,-0.067,0.3667,1,0.0063,0.0099,0.0007,3,0,447500,25,0,0.009
C-07480,0.1434,0.0,0.0,-0.0844,0.5429,0,0.0255,0.011,0.0018,4.0,0,122000,65,0,0.05
C-07481,0.1802,0.0,0.0,-0.1802,0.4473,1,0.0384,0.00785,-0.00135,1.6,1,1948000,61,0,0.021
C-07482,0.203,0.4862,0.0987,-0.203,0.3761,1,0.0539,0.01083,0.00163,2.1,0,268500,68,0,0.0
C-07483,0.115,0.0,0.0,-0.1127,0.5798,0,-0.0046,0.00695,-0.00225,12.9,0,3653000,75,0,0.08
C-07484,0.1072,0.0,0.0,0.017,0.6897,0,-0.0012,0.01081,0.00161,8.9,0,270500,75,0,0.038
C-07485,0.1517,0.0,0.0,-0.1469,0.0736,0,-0.0057,0.00767,-0.00153,7.7,1,2238000,47,0,0.006
C-07486,0.0785,0.0,0.0,-0.0785,0.5217,1,-0.0094,0.01063,0.00143,4,0,293000,26,0,0.036
C-07487,0.1683,0.0,0.0,-0.1683,0.708,1,0.0163,0.01004,0.00084,6.7,0,407000,46,0,0.031
C-07488,0.2438,0.4958,0.1209,-0.2438,0.8755,1,0.0353,0.00914,-6e-05,2.4,0,972000,47,0,0.039
C-07489,0.0702,0.0,0.0,1.0667,0.625,0,0.0111,0.011,0.0018,3.9,1,57000,50,0,0.081
C-07490,0.1342,0.0,0.0,-0.1342,0.5664,1,0.004,0.00998,0.00078,8.3,0,421000,67,0,0.058
C-07491,0.2041,0.0,0.0,-0.2041,0.558,1,0.0477,0.01035,0.00115,6.1,0,338000,55,0,0.031
C-07492,0.0935,0.0,0.0,-0.081,0.5278,0,0.004,0.00915,-5e-05,3.9,0,962500,63,0,0.038
C-07493,0.0822,0.0,0.0,-0.0797,0.2006,0,0.012,0.00785,-0.00135,0.3,0,1940000,74,0,0.029
C-07494,0.1451,0.5077,0.0737,-0.0915,0.0,0,-0.0073,0.011,0.0018,2.0,0,224000,40,0,0.048
C-07495,0.0623,0.0,0.0,-0.0413,0.2188,0,-0.0128,0.00972,0.00052,0.6,0,513500,44,0,0.06
C-07496,0.1475,0.0,0.0,0.3246,0.5,0,-0.0118,0.011,0.0018,4.3,1,61000,48,0,0.021
C-07497,0.2881,0.4606,0.1327,-0.2881,0.0906,1,0.0329,0.00875,-0.00045,2.5,0,1168000,55,1,0.424
C-07498,0.0907,0.0,0.0,-0.0699,0.3652,0,0.003,0.00914,-6e-05,4.3,0,981500,36,0,0.031
C-07499,0.1168,0.6133,0.0716,-0.113,0.6133,0,0.0343,0.00741,-0.00179,1.1,1,2890000,33,0,0.072
C-07500,0.1158,0.0,0.0,-0.1158,0.0,1,0.0078,0.011,0.0018,9.2,0,47500,71,0,0.0
C-07501,0.1285,0.0,0.0,-0.1285,0.7812,1,0.0442,0.011,0.0018,1.2,0,124500,46,1,0.176
C-07502,0.0847,0.0,0.0,-0.0695,0.6866,0,0.0308,0.01008,0.00088,4.1,0,395500,40,0,0.034
C-07503,0.0998,0.0,0.0,-0.0942,0.7784,0,-0.0005,0.00615,-0.00305,14,0,6169500,36,0,0.082
C-07504,0.0849,0.0,0.0,-0.0799,0.0,0,-0.0065,0.00715,-0.00205,2.6,0,3320000,73,0,0.077
C-07505,0.0673,0.0,0.0,-0.0531,0.1456,0,-0.0155,0.00785,-0.00135,4.3,0,1938000,55,0,0.048
C-07506,0.1773,0.2402,0.0426,-0.1605,0.3976,0,-0.0097,0.00937,0.00017,1.0,1,716500,47,0,0.031
C-07507,0.1486,0.4792,0.0712,-0.0074,0.8542,0,0.0024,0.011,0.0018,1.6,0,161500,54,0,0.07
C-07508,0.1553,0.0,0.0,-0.1438,0.5374,0,0.0201,0.00935,0.00015,4.2,0,731000,67,0,0.012
C-07509,0.1845,0.7097,0.131,-0.1845,0.2581,1,0.0118,0.011,0.0018,5.3,1,84000,50,0,0.059
C-07510,0.1637,0.0,0.0,-0.1637,0.2108,1,0.0072,0.00961,0.00041,5.6,0,565000,67,0,0.0
C-07511,0.091,0.5504,0.0501,-0.0809,0.4496,0,-0.0139,0.00851,-0.00069,4.3,0,1307000,50,0,0.042
C-07512,0.222,0.1068,0.0237,-0.1961,0.3981,0,-0.0095,0.011,0.0018,9.9,1,232000,47,0,0.083
C-07513,0.0511,0.0,0.0,-0.0408,0.2035,0,0.0473,0.00606,-0.00314,0.5,0,6729000,50,0,0.047
C-07514,0.1382,0.0,0.0,-0.1339,0.2996,0,-0.0054,0.00926,6e-05,1.3,0,821000,58,0,0.021
C-07515,0.057,0.0,0.0,-0.0236,0.0,0,0.0272,0.01024,0.00104,10,0,359500,32,0,0.096
C-07516,0.0273,0.0,0.0,0.0263,1.0,0,-0.0023,0.00953,0.00033,6.3,0,604500,58,0,0.067
C-07517,0.1579,0.0,0.0,-0.0442,0.3333,0,0.0065,0.011,0.0018,4,0,95000,26,0,0.045
C-07518,0.1774,0.0,0.0,-0.0226,0.6818,0,-0.0242,0.011,0.0018,0.3,0,62000,69,0,0.026
C-07519,0.17,0.7394,0.1257,-0.17,0.0,1,0.0474,0.00887,-0.00033,1.4,0,1106000,57,1,0.433
C-07520,0.1757,0.5385,0.0946,-0.0978,0.0,0,0.004,0.011,0.0018,4.3,0,185000,74,0,0.062
C-07521,0.0763,0.0,0.0,0.0702,0.5,0,-0.003,0.011,0.0018,3.5,0,65500,45,0,0.011
C-07522,0.1215,0.0,0.0,-0.1098,0.4582,0,-0.0126,0.00757,-0.00163,4.1,0,2460500,55,0,0.025
C-07523,0.0914,0.0,0.0,-0.0037,0.7143,0,-0.0096,0.011,0.0018,1.8,0,191500,52,0,0.064
C-07524,0.0619,0.0,0.0,-0.0479,1.0,0,0.0084,0.00916,-4e-05,2.0,0,945000,72,0,0.036
C-07525,0.1612,0.0,0.0,-0.1483,0.0866,0,0.0288,0.00763,-0.00157,7.5,1,2329000,44,0,0.0
C-07526,0.103,0.0,0.0,-0.103,0.4412,1,0.0472,0.011,0.0018,1.9,0,165000,41,0,0.042
C-07527,0.178,0.0,0.0,-0.178,0.2945,1,0.0498,0.00829,-0.00091,3.9,0,1469500,63,0,0.0
C-07528,0.0984,0.0,0.0,-0.0869,0.2538,0,-0.001,0.00782,-0.00138,10,0,1981500,32,0,0.029
C-07529,0.1579,0.6839,0.108,-0.1579,1.0,1,0.0497,0.00741,-0.00179,14,0,2875500,36,0,0.0
C-07530,0.171,0.0,0.0,0.0629,0.4731,0,-0.0111,0.0108,0.0016,8.9,0,272000,53,0,0.087
C-07531,0.1223,0.0,0.0,-0.0614,0.2264,0,-0.012,0.00994,0.00074,6.2,0,433500,53,0,0.0
C-07532,0.1199,0.0,0.0,-0.0965,0.0,0,0.0059,0.00972,0.00052,1.6,1,513000,70,0,0.07
C-07533,0.224,0.6812,0.1526,-0.224,0.029,1,0.0324,0.011,0.0018,5.0,0,154000,30,0,0.054
C-07534,0.2,0.3158,0.0632,0.0021,0.6316,0,0.0065,0.011,0.0018,0.6,0,47500,29,0,0.061
C-07535,0.1294,0.5962,0.0771,0.1453,0.9231,0,0.0297,0.011,0.0018,0.3,0,201000,41,1,0.578
C-07536,0.2258,0.0,0.0,-0.22,0.2788,0,0.013,0.00778,-0.00142,11.1,0,2057000,50,0,0.063
C-07537,0.0413,0.0,0.0,-0.0413,1.0,1,0.0353,0.01085,0.00165,9.3,0,266500,59,0,0.033
C-07538,0.1541,0.4667,0.0719,0.0349,0.4667,0,-0.001,0.011,0.0018,2.0,0,146000,45,0,0.037
C-07539,0.2659,0.5479,0.1457,-0.2179,0.4315,0,0.045,0.01078,0.00158,0.3,0,274500,61,0,0.036
C-07540,0.0727,0.0,0.0,-0.0608,0.4318,0,0.0272,0.01057,0.00137,10.9,0,302500,42,0,0.027
C-07541,0.1426,0.0,0.0,-0.0931,0.3253,0,0.004,0.01065,0.00145,2.9,0,291000,55,0,0.0
C-07542,0.2648,0.4279,0.1133,-0.2458,0.0597,0,0.0376,0.01015,0.00095,3.8,1,379500,69,1,0.677
C-07543,0.1818,0.0,0.0,-0.0687,0.8148,0,-0.0017,0.0099,0.0007,5.2,0,445500,42,0,0.079
C-07544,0.2229,0.3733,0.0832,-0.2229,0.6533,1,0.0478,0.01036,0.00116,7.4,1,336500,33,0,0.0
C-07545,0.3512,0.6667,0.2342,-0.3512,0.1215,1,0.0524,0.00931,0.00011,1.2,1,773000,37,1,0.563
C-07546,0.0165,0.0,0.0,0.0062,0.0,0,-0.0207,0.00811,-0.00109,4.2,0,1633000,50,0,0.067
C-07547,0.1235,0.3548,0.0438,-0.1235,0.6774,1,0.0009,0.011,0.0018,10.0,0,125500,73,0,0.078
C-07548,0.1971,0.4698,0.0926,-0.1502,0.181,0,0.0154,0.00956,0.00036,14.2,0,588500,55,0,0.022
C-07549,0.1477,0.0,0.0,-0.1477,0.5965,1,0.0333,0.011,0.0018,4,0,193000,26,0,0.067
C-07550,0.0549,0.0,0.0,0.022,0.1111,0,0.0143,0.011,0.0018,5.6,1,82000,55,0,0.036
C-07551,0.1516,0.2319,0.0352,-0.1147,0.2174,0,-0.0029,0.011,0.0018,6.7,0,227500,75,0,0.067
C-07552,0.0886,0.0,0.0,-0.0886,0.2069,1,0.0149,0.00926,6e-05,1.4,0,818500,68,0,0.045
C-07553,0.0524,0.0,0.0,-0.0021,0.6,0,0.01,0.011,0.0018,3.9,1,95500,72,0,0.078
C-07554,0.1053,0.0,0.0,-0.0115,0.5323,0,-0.0071,0.01062,0.00142,10.6,1,294500,45,0,0.032
C-07555,0.2737,0.3462,0.0947,-0.2737,0.6538,1,-0.0053,0.011,0.0018,1.9,1,47500,25,1,0.54
C-07556,0.059,0.0,0.0,-0.0132,0.0,0,0.0193,0.01067,0.00147,12.1,0,288000,64,0,0.052
C-07557,0.2158,0.4205,0.0907,-0.1921,0.649,0,0.0444,0.00857,-0.00063,2.4,0,1267500,52,0,0.029
C-07558,0.0914,0.0,0.0,-0.0797,0.5914,0,0.0075,0.00809,-0.00111,11.3,0,1646500,60,0,0.05
C-07559,0.0793,0.2903,0.023,-0.0621,0.4258,0,-0.006,0.00914,-6e-05,3.3,1,977000,58,0,0.105
C-07560,0.1091,0.0,0.0,-0.0959,0.1978,0,0.0139,0.00856,-0.00064,0.6,1,1274500,59,0,0.02
C-07561,0.1074,0.0,0.0,-0.1074,0.3226,1,0.0445,0.00958,0.00038,6.4,0,577500,59,0,0.05
C-07562,0.153,0.0,0.0,-0.153,0.4247,1,0.0263,0.011,0.0018,1.4,0,238500,63,0,0.041
C-07563,0.2796,0.4005,0.112,-0.2661,0.6121,0,0.0177,0.00835,-0.00085,5.1,1,1420000,64,1,0.456
C-07564,0.1181,0.5303,0.0626,-0.0365,0.1667,0,0.0113,0.01074,0.00154,0.7,0,279500,31,0,0.024
C-07565,0.1291,0.313,0.0404,-0.0108,0.313,0,0.0034,0.00973,0.00053,3.1,1,507500,63,0,0.054
C-07566,0.1872,0.0,0.0,-0.1268,0.4328,0,0.0036,0.011,0.0018,5.1,1,179000,39,0,0.02
C-07567,0.1735,0.0,0.0,-0.1699,0.2313,0,0.0159,0.00611,-0.00309,13.7,0,6393500,72,0,0.0
C-07568,0.1558,0.0,0.0,-0.1072,0.57,0,-0.006,0.01045,0.00125,3.6,1,321000,58,0,0.079
C-07569,0.0935,0.0,0.0,-0.0935,1.0,1,-0.0028,0.0093,0.0001,11.9,0,781000,39,0,0.039
C-07570,0.2002,0.5953,0.1192,-0.1721,0.0973,0,0.0454,0.00947,0.00027,10.0,0,642000,39,0,0.031
C-07571,0.1278,0.0,0.0,-0.1212,1.0,0,-0.0193,0.00631,-0.00289,2.1,0,5431000,46,0,0.039
C-07572,0.1626,0.3475,0.0565,-0.1326,0.5995,0,-0.003,0.00876,-0.00044,7.7,0,1159000,55,0,0.04
C-07573,0.0954,0.0,0.0,-0.0558,0.3077,0,0.0016,0.01079,0.00159,1.7,1,272500,52,0,0.061
C-07574,0.0298,0.0,0.0,-0.0298,0.6,1,-0.0109,0.011,0.0018,3.1,0,84000,44,0,0.125
C-07575,0.1992,0.6142,0.1223,-0.1992,0.0584,1,0.0417,0.00913,-7e-05,1.8,1,989000,51,0,0.036
C-07576,0.0875,0.0,0.0,0.1574,0.6,0,0.0092,0.011,0.0018,21,1,171500,43,1,0.05
C-07577,0.3171,0.6769,0.2146,-0.2644,0.1077,0,0.0317,0.011,0.0018,4.3,0,102500,34,0,0.036
C-07578,0.0456,0.0,0.0,0.057,1.0,0,-0.0183,0.011,0.0018,20.6,0,175500,54,0,0.06
C-07579,0.1092,0.0,0.0,-0.0549,0.4146,0,0.0044,0.01016,0.00096,1.9,0,375500,61,0,0.027
C-07580,0.4471,0.8553,0.3824,-0.4,0.7895,0,0.0529,0.011,0.0018,5.9,1,85000,51,1,0.857
C-07581,0.1453,0.0,0.0,-0.1388,0.3525,0,-0.0029,0.00779,-0.00141,2.4,0,2030500,55,0,0.055
C-07582,0.0776,0.0,0.0,-0.0776,0.4219,1,0.053,0.01002,0.00082,13.9,0,412500,47,1,0.266
C-07583,0.0902,0.0,0.0,-0.0902,0.3478,1,-0.0044,0.011,0.0018,5.5,1,127500,49,1,0.05
C-07584,0.2963,0.2333,0.0691,-0.2489,0.1,0,-0.0051,0.011,0.0018,2.2,0,202500,67,0,0.036
C-07585,0.2681,0.2558,0.0686,-0.2022,0.186,0,0.0294,0.01006,0.00086,6.9,0,401000,36,0,0.055
C-07586,0.0921,0.0,0.0,-0.0837,0.8159,0,0.0401,0.00852,-0.00068,10,1,1297000,32,0,0.014
C-07587,0.1603,0.0,0.0,-0.1368,0.4032,0,0.0025,0.00747,-0.00173,6.4,0,2707000,55,0,0.061
C-07588,0.1681,0.1513,0.0254,-0.1545,0.2521,0,0.0131,0.01027,0.00107,9.9,0,354000,74,0,0.0
C-07589,0.067,0.0,0.0,-0.067,0.3944,1,0.0527,0.00774,-0.00146,22,0,2118000,44,0,0.031
C-07590,0.0997,0.0,0.0,-0.01,0.1875,0,0.018,0.011,0.0018,0.3,0,160500,43,0,0.038
C-07591,0.1074,0.0,0.0,-0.1074,0.2157,1,-0.0176,0.011,0.0018,4.9,0,237500,48,0,0.037
C-07592,0.0849,0.0,0.0,0.1189,0.0,0,-0.0175,0.011,0.0018,4,0,53000,26,0,0.002
C-07593,0.1098,0.0,0.0,-0.1098,0.4231,1,0.0303,0.00925,5e-05,16,1,828500,38,0,0.023
C-07594,0.1093,0.0,0.0,-0.0897,0.7313,0,0.0048,0.01054,0.00134,3.3,0,306500,72,0,0.0
C-07595,0.0741,0.0,0.0,-0.0487,0.873,0,0.0129,0.00997,0.00077,29.1,0,425000,70,0,0.04
C-07596,0.0855,0.0,0.0,-0.0855,0.5,1,-0.0063,0.011,0.0018,3.4,0,152000,39,1,0.322
C-07597,0.0958,0.0,0.0,-0.0958,0.0,1,0.0072,0.00895,-0.00025,5.6,1,1069500,52,0,0.076
C-07598,0.1008,0.4667,0.047,0.0863,0.48,0,0.007,0.01018,0.00098,4.5,1,372000,62,0,0.073
C-07599,0.1074,0.0,0.0,0.0182,0.3077,0,-0.0089,0.01022,0.00102,1.7,0,363000,42,0,0.047
C-07600,0.2003,0.6086,0.1219,-0.2003,0.3914,1,0.0264,0.00847,-0.00073,5.7,1,1333000,51,0,0.028
C-07601,0.1753,0.0,0.0,-0.0989,0.8077,0,0.0404,0.011,0.0018,4.8,0,222500,39,0,0.059
C-07602,0.1224,0.0,0.0,-0.1224,0.3962,1,0.046,0.011,0.0018,4.2,0,216500,60,0,0.022
C-07603,0.0387,0.0,0.0,0.0144,0.4286,0,-0.013,0.011,0.0018,6.2,0,90500,67,0,0.039
C-07604,0.1812,0.0,0.0,-0.0846,0.0,0,-0.016,0.011,0.0018,14.5,0,74500,50,1,0.422
C-07605,0.0647,0.0,0.0,-0.0647,0.4571,1,-0.0002,0.00927,7e-05,3.1,0,812000,38,0,0.0
C-07606,0.1987,0.0,0.0,-0.1653,0.5391,0,0.0021,0.00952,0.00032,3,0,611500,25,0,0.085
C-07607,0.0967,0.0,0.0,-0.0761,0.0,0,0.026,0.00945,0.00025,19.0,1,657000,51,0,0.053
C-07608,0.0991,0.0,0.0,-0.0012,0.0882,0,-0.006,0.011,0.0018,0.4,0,171500,33,0,0.037
C-07609,0.0783,0.3704,0.029,0.0539,0.0,0,0.0079,0.011,0.0018,1.2,0,172500,57,0,0.055
C-07610,0.1892,0.4369,0.0826,-0.1892,0.1365,1,0.0187,0.00931,0.00011,1.1,0,774500,26,0,0.021
C-07611,0.0484,0.0,0.0,0.4935,0.0,0,0.0351,0.011,0.0018,3.0,0,62000,41,0,0.032
C-07612,0.1003,0.6022,0.0604,-0.1003,0.7097,1,0.0012,0.00985,0.00065,2.2,0,463500,72,0,0.0
C-07613,0.0927,0.0,0.0,-0.055,0.2411,0,0.0066,0.00953,0.00033,6.0,1,604000,64,0,0.08
C-07614,0.1041,0.354,0.0369,-0.0842,0.0619,0,0.0063,0.00965,0.00045,2.4,1,542500,73,0,0.036
C-07615,0.1667,0.0,0.0,-0.1667,0.625,1,0.0037,0.011,0.0018,3.7,0,120000,26,0,0.005
C-07616,0.2408,0.5424,0.1306,-0.2408,0.2373,1,0.0485,0.011,0.0018,4.1,0,122500,66,0,0.001
C-07617,0.0703,0.0,0.0,-0.045,0.8667,0,0.0,0.00996,0.00076,7.0,0,427000,40,0,0.044
C-07618,0.1771,0.5294,0.0938,-0.1771,1.0,1,0.0478,0.011,0.0018,1.1,0,48000,28,0,0.002
C-07619,0.1013,0.0,0.0,-0.0882,0.491,0,-0.0058,0.00926,6e-05,3.0,0,824500,50,0,0.038
C-07620,0.1562,0.6,0.0938,-0.1562,0.8,1,0.0113,0.011,0.0018,4,0,48000,26,1,0.64
C-07621,0.0807,0.0,0.0,-0.0133,0.1739,0,-0.0017,0.011,0.0018,0.7,0,142500,74,0,0.008
C-07622,0.0734,0.0,0.0,-0.0358,0.4831,0,0.0118,0.00953,0.00033,5.2,0,606500,45,0,0.039
C-07623,0.236,0.6842,0.1615,-0.236,0.0789,1,0.0523,0.011,0.0018,2.8,0,80500,29,1,0.348
C-07624,0.0617,0.0,0.0,-0.0617,0.0,1,-0.0069,0.00983,0.00063,0.3,1,470000,36,0,0.045
C-07625,0.1026,0.0,0.0,-0.0913,0.6149,0,-0.0044,0.00924,4e-05,5.8,1,848000,64,0,0.036
C-07626,0.1939,0.7073,0.1371,-0.1258,0.9634,0,0.0224,0.011,0.0018,0.3,0,211500,60,1,0.561
C-07627,0.0565,0.0,0.0,-0.0565,0.5874,1,0.0336,0.00858,-0.00062,8.6,0,1265000,63,0,0.024
C-07628,0.0961,0.0,0.0,0.0402,0.3182,0,-0.0087,0.011,0.0018,6.6,0,114500,40,0,0.081
C-07629,0.2784,0.7037,0.1959,-0.2784,0.1852,1,0.053,0.011,0.0018,0.4,0,48500,27,1,0.398
C-07630,0.0751,0.0,0.0,-0.0688,0.4646,0,0.0323,0.00849,-0.00071,0.4,0,1317500,62,0,0.025
C-07631,0.1599,0.0,0.0,-0.1599,0.5275,1,0.0118,0.0107,0.0015,4.3,0,284500,54,0,0.014
C-07632,0.0787,0.0,0.0,-0.0157,0.5238,0,-0.0171,0.011,0.0018,1.3,1,133500,39,1,0.257
C-07633,0.2468,0.4035,0.0996,-0.2468,0.2281,1,0.008,0.011,0.0018,4,0,115500,26,1,0.582
C-07634,0.0968,0.0,0.0,-0.0968,0.6667,1,0.0121,0.011,0.0018,0.3,0,46500,26,0,0.078
C-07635,0.063,0.0,0.0,-0.0512,0.6883,0,0.0261,0.00952,0.00032,4.2,0,611000,36,0,0.033
C-07636,0.1027,0.3443,0.0354,-0.1027,0.623,1,0.0003,0.0106,0.0014,6.1,0,297000,35,0,0.022
C-07637,0.1263,0.3918,0.0495,-0.1263,0.193,1,0.0015,0.00942,0.00022,1.9,0,677000,44,0,0.007
C-07638,0.1381,0.0,0.0,0.1248,0.3103,0,-0.0047,0.011,0.0018,8.7,0,105000,40,0,0.0
C-07639,0.1548,0.3543,0.0548,-0.1464,0.417,0,0.0036,0.00937,0.00017,6.8,0,720500,60,0,0.122
C-07640,0.1609,0.0,0.0,-0.1609,0.381,1,0.0104,0.011,0.0018,15.2,0,130500,56,0,0.113
C-07641,0.2688,0.5605,0.1507,-0.2688,0.4013,1,0.0393,0.01064,0.00144,5.8,0,292000,31,0,0.036
C-07642,0.1365,0.0,0.0,-0.1255,0.087,0,0.0339,0.00932,0.00012,2.8,0,758000,51,1,0.34
C-07643,0.0521,0.0,0.0,0.1071,0.6364,0,-0.015,0.011,0.0018,4,0,105500,26,0,0.018
C-07644,0.1441,0.25,0.036,-0.1441,0.0625,1,0.0038,0.011,0.0018,2.3,0,55500,36,0,0.0
C-07645,0.0708,0.0,0.0,-0.0447,0.5385,0,-0.0149,0.0091,-0.0001,0.4,0,1009500,43,0,0.0
